C38155|recurrent-disease
C60709|appendix-neuroendocrine-neoplasm
C96422|appendix-neuroendocrine-tumor
C96424|appendix-enterochromaffin-cell-serotonin-producing-neuroendocrine-tumor
C27445|appendix-l-cell-glucagon-like-peptide-producing-neuroendocrine-tumor
C96423|appendix-neuroendocrine-tumor-g2
C43565|appendix-tubular-carcinoid
C135155|appendix-neuroendocrine-tumor-by-ajcc-v7-stage
C87809|stage-i-appendix-neuroendocrine-tumor-ajcc-v7
C87810|stage-ii-appendix-neuroendocrine-tumor-ajcc-v7
C87811|stage-iii-appendix-neuroendocrine-tumor-ajcc-v7
C87812|stage-iv-appendix-neuroendocrine-tumor-ajcc-v7
C135156|appendix-neuroendocrine-tumor-by-ajcc-v8-stage
C135157|stage-i-appendix-neuroendocrine-tumor-ajcc-v8
C135158|stage-ii-appendix-neuroendocrine-tumor-ajcc-v8
C135159|stage-iii-appendix-neuroendocrine-tumor-ajcc-v8
C135160|stage-iv-appendix-neuroendocrine-tumor-ajcc-v8
C5696|gastric-neuroendocrine-neoplasm
C95871|gastric-neuroendocrine-tumor
C27443|gastric-enterochromaffin-cell-serotonin-producing-neuroendocrine-tumor
C27444|gastric-gastrin-producing-neuroendocrine-tumor
C95880|gastric-neuroendocrine-tumor-g2
C135045|gastric-neuroendocrine-tumor-by-ajcc-v8-stage
C135046|stage-i-gastric-neuroendocrine-tumor-ajcc-v8
C135047|stage-ii-gastric-neuroendocrine-tumor-ajcc-v8
C135048|stage-iii-gastric-neuroendocrine-tumor-ajcc-v8
C135049|stage-iv-gastric-neuroendocrine-tumor-ajcc-v8
C95404|digestive-system-neuroendocrine-tumor
C26749|vip-producing-neuroendocrine-tumor
C27455|small-intestinal-vip-producing-neuroendocrine-tumor
C96166|digestive-system-neuroendocrine-tumor-g2
C96165|intestinal-neuroendocrine-tumor-g2
C96163|colorectal-neuroendocrine-tumor-g2
C96067|small-intestinal-neuroendocrine-tumor-g2
C135129|digestive-system-neuroendocrine-tumor-by-ajcc-v7-stage
C88027|stage-0-digestive-system-neuroendocrine-tumor-ajcc-v7
C88028|stage-i-digestive-system-neuroendocrine-tumor-ajcc-v7
C88029|stage-iia-digestive-system-neuroendocrine-tumor-ajcc-v7
C88030|stage-iib-digestive-system-neuroendocrine-tumor-ajcc-v7
C88031|stage-iiia-digestive-system-neuroendocrine-tumor-ajcc-v7
C88032|stage-iiib-digestive-system-neuroendocrine-tumor-ajcc-v7
C88033|stage-iv-digestive-system-neuroendocrine-tumor-ajcc-v7
C3050|gastrin-producing-neuroendocrine-tumor
C27450|small-intestinal-gastrin-producing-neuroendocrine-tumor
C5731|duodenal-gastrin-producing-neuroendocrine-tumor
C27448|l-cell-glucagon-like-peptide-producing-neuroendocrine-tumor
C96161|colorectal-l-cell-glucagon-like-peptide-producing-neuroendocrine-tumor
C27447|colon-l-cell-glucagon-like-peptide-producing-neuroendocrine-tumor
C3379|somatostatin-producing-neuroendocrine-tumor
C27453|small-intestinal-somatostatin-producing-neuroendocrine-tumor
C27407|duodenal-somatostatin-producing-neuroendocrine-tumor
C5787|jejunal-somatostatin-producing-neuroendocrine-tumor
C96062|intestinal-neuroendocrine-tumor
C96061|small-intestinal-neuroendocrine-tumor
C135080|duodenal-neuroendocrine-tumor
C135075|duodenal-neuroendocrine-tumor-by-ajcc-v8-stage
C135076|stage-i-duodenal-neuroendocrine-tumor-ajcc-v8
C135077|stage-ii-duodenal-neuroendocrine-tumor-ajcc-v8
C135078|stage-iii-duodenal-neuroendocrine-tumor-ajcc-v8
C135079|stage-iv-duodenal-neuroendocrine-tumor-ajcc-v8
C135092|ileal-neuroendocrine-tumor
C135124|ileal-neuroendocrine-tumor-by-ajcc-v8-stage
C135125|stage-i-ileal-neuroendocrine-tumor-ajcc-v8
C135126|stage-ii-ileal-neuroendocrine-tumor-ajcc-v8
C135127|stage-iii-ileal-neuroendocrine-tumor-ajcc-v8
C135128|stage-iv-ileal-neuroendocrine-tumor-ajcc-v8
C135090|jejunal-neuroendocrine-tumor
C135119|jejunal-neuroendocrine-tumor-by-ajcc-v8-stage
C135120|stage-i-jejunal-neuroendocrine-tumor-ajcc-v8
C135121|stage-ii-jejunal-neuroendocrine-tumor-ajcc-v8
C135122|stage-iii-jejunal-neuroendocrine-tumor-ajcc-v8
C135123|stage-iv-jejunal-neuroendocrine-tumor-ajcc-v8
C96159|colorectal-neuroendocrine-tumor
C96162|colorectal-enterochromaffin-cell-serotonin-producing-neuroendocrine-tumor
C27446|colon-enterochromaffin-cell-serotonin-producing-neuroendocrine-tumor
C135212|colon-neuroendocrine-tumor
C135214|colon-neuroendocrine-tumor-by-ajcc-v8-stage
C135368|stage-i-colon-neuroendocrine-tumor-ajcc-v8
C135369|stage-iia-colon-neuroendocrine-tumor-ajcc-v8
C135370|stage-iib-colon-neuroendocrine-tumor-ajcc-v8
C135524|stage-iiia-colon-neuroendocrine-tumor-ajcc-v8
C135525|stage-iiib-colon-neuroendocrine-tumor-ajcc-v8
C135526|stage-iv-colon-neuroendocrine-tumor-ajcc-v8
C135205|colorectal-neuroendocrine-tumor-by-ajcc-v8-stage
C135527|rectal-neuroendocrine-tumor-by-ajcc-v8-stage
C135528|stage-i-rectal-neuroendocrine-tumor-ajcc-v8
C135529|stage-iia-rectal-neuroendocrine-tumor-ajcc-v8
C135530|stage-iib-rectal-neuroendocrine-tumor-ajcc-v8
C135531|stage-iiia-rectal-neuroendocrine-tumor-ajcc-v8
C135532|stage-iiib-rectal-neuroendocrine-tumor-ajcc-v8
C135533|stage-iv-rectal-neuroendocrine-tumor-ajcc-v8
C135206|stage-i-colorectal-neuroendocrine-tumor-ajcc-v8
C135207|stage-iia-colorectal-neuroendocrine-tumor-ajcc-v8
C135208|stage-iib-colorectal-neuroendocrine-tumor-ajcc-v8
C135209|stage-iiia-colorectal-neuroendocrine-tumor-ajcc-v8
C135210|stage-iiib-colorectal-neuroendocrine-tumor-ajcc-v8
C135211|stage-iv-colorectal-neuroendocrine-tumor-ajcc-v8
C135213|rectal-neuroendocrine-tumor
C5695|intestinal-neuroendocrine-neoplasm
C5803|small-intestinal-neuroendocrine-neoplasm
C96152|colorectal-neuroendocrine-neoplasm
C5697|colon-neuroendocrine-neoplasm
C5698|rectal-neuroendocrine-neoplasm
C7132|glandular-cell-neoplasm
C95505|pancreatic-intraductal-neoplasm
C38342|pancreatic-intraductal-papillary-mucinous-neoplasm
C113665|branch-duct-pancreatic-intraductal-papillary-mucinous-neoplasm
C113664|main-duct-pancreatic-intraductal-papillary-mucinous-neoplasm
C113667|mixed-type-pancreatic-intraductal-papillary-mucinous-neoplasm
C95508|pancreatic-intraductal-papillary-mucinous-neoplasm-gastric-type
C95510|pancreatic-intraductal-papillary-mucinous-neoplasm-intestinal-type
C95512|pancreatic-intraductal-papillary-mucinous-neoplasm-pancreatobiliary-type
C95514|pancreatic-intraductal-papillary-mucinous-neoplasm-oncocytic-type
C40250|vaginal-glandular-neoplasm
C7981|vaginal-adenocarcinoma
C7735|vaginal-clear-cell-adenocarcinoma
C40252|vaginal-mucinous-adenocarcinoma
C40210|cervical-glandular-neoplasm
C4029|cervical-adenocarcinoma
C127915|cervical-adenocarcinoma-admixed-with-neuroendocrine-carcinoma
C6344|cervical-clear-cell-adenocarcinoma
C40201|cervical-serous-adenocarcinoma
C40208|cervical-villoglandular-adenocarcinoma
C36096|early-invasive-cervical-adenocarcinoma
C127907|endocervical-adenocarcinoma-usual-type
C36095|cervical-mucinous-adenocarcinoma
C40202|cervical-mucinous-adenocarcinoma-endocervical-type
C40203|cervical-mucinous-adenocarcinoma-intestinal-type
C40205|cervical-mucinous-adenocarcinoma-signet-ring-cell-type
C127905|cervical-mucinous-adenocarcinoma-gastric-type
C40206|cervical-mucinous-adenocarcinoma-minimal-deviation-type
C7072|oncocytic-neoplasm
C94537|spindle-cell-oncocytoma-of-the-adenohypophysis
C82890|cystic-oncocytic-neoplasm
C3679|oxyphilic-adenocarcinoma
C62194|salivary-gland-oncocytic-carcinoma
C46068|thyroid-gland-oncocytic-neoplasm
C7070|mucinous-neoplasm
C40109|fallopian-tube-mucinous-neoplasm
C41247|pancreatic-mucinous-cystic-neoplasm
C26712|mucinous-adenocarcinoma
C27416|ampulla-of-vater-mucinous-adenocarcinoma
C5606|anal-mucinous-adenocarcinoma
C39837|bladder-mucinous-adenocarcinoma
C37214|colloid-carcinoma-of-the-pancreas
C5846|extrahepatic-bile-duct-mucinous-adenocarcinoma
C45512|lung-colloid-adenocarcinoma
C41618|mucin-producing-intrahepatic-cholangiocarcinoma
C5248|mucinous-gastric-adenocarcinoma
C62193|salivary-gland-mucinous-adenocarcinoma
C43536|small-intestinal-mucinous-adenocarcinoma
C40137|uterine-ligament-mucinous-adenocarcinoma
C128166|vulvar-adenocarcinoma-intestinal-type
C66953|mucinous-adenocarcinoma-endocervical-type
C43585|colorectal-mucinous-adenocarcinoma
C7966|colon-mucinous-adenocarcinoma
C7973|rectal-mucinous-adenocarcinoma
C43592|rectosigmoid-mucinous-adenocarcinoma
C40144|endometrial-mucinous-adenocarcinoma
C43558|appendix-mucinous-adenocarcinoma
C134119|stage-0-low-grade-appendiceal-mucinous-neoplasm-lamn
C4197|acinar-cell-neoplasm
C95542|pancreatic-acinar-cell-neoplasm
C7977|pancreatic-acinar-cell-cancer
C3768|acinar-cell-carcinoma
C8013|salivary-gland-acinic-cell-cancer
C6243|minor-salivary-gland-acinic-cell-carcinoma
C5901|major-salivary-gland-acinic-cell-carcinoma
C5933|parotid-gland-acinic-cell-carcinoma
C5934|submandibular-gland-acinic-cell-carcinoma
C7074|serous-neoplasm
C6882|micropapillary-serous-carcinoma
C40102|fallopian-tube-serous-neoplasm
C41248|pancreatic-serous-neoplasm
C95470|pancreatic-serous-adenoma
C95475|pancreatic-solid-serous-adenoma
C95476|von-hippel-lindau-syndrome-associated-pancreatic-serous-adenoma
C40101|serous-adenocarcinoma
C40152|serous-endometrial-intraepithelial-carcinoma
C27838|endometrial-serous-adenocarcinoma
C40023|primary-peritoneal-serous-adenocarcinoma
C126353|primary-peritoneal-high-grade-serous-adenocarcinoma
C126354|primary-peritoneal-low-grade-serous-adenocarcinoma
C40136|uterine-ligament-serous-adenocarcinoma
C126479|broad-ligament-serous-adenocarcinoma
C126481|high-grade-broad-ligament-serous-adenocarcinoma
C126480|low-grade-broad-ligament-serous-adenocarcinoma
C40292|vulvar-glandular-neoplasm
C40300|bartholin-gland-adenomyoma
C6380|vulvar-adenocarcinoma
C7719|bartholin-gland-adenocarcinoma
C128162|vulvar-adenocarcinoma-of-mammary-gland-type
C2852|adenocarcinoma
C4150|basophilic-adenocarcinoma
C39957|epididymal-adenocarcinoma
C3681|granular-cell-carcinoma
C4541|lacrimal-gland-adenocarcinoma
C27379|mucin-producing-adenocarcinoma
C6015|nasal-cavity-adenocarcinoma
C5914|oral-cavity-adenocarcinoma
C6143|renal-pelvis-adenocarcinoma
C40017|rete-ovarii-adenocarcinoma
C8955|rete-testis-adenocarcinoma
C2928|scirrhous-adenocarcinoma
C39906|seminal-vesicle-adenocarcinoma
C129449|small-cell-adenocarcinoma
C4068|trabecular-adenocarcinoma
C6155|ureter-adenocarcinoma
C66745|adenocarcinoma-with-neuroendocrine-differentiation
C6650|ampulla-of-vater-adenocarcinoma
C27414|ampulla-of-vater-clear-cell-adenocarcinoma
C95966|ampulla-of-vater-hepatoid-adenocarcinoma
C27415|ampulla-of-vater-intestinal-type-adenocarcinoma
C95963|ampulla-of-vater-pancreatobiliary-type-adenocarcinoma
C6656|ampulla-of-vater-signet-ring-cell-carcinoma
C3828|combined-hepatocellular-cancer-and-cholangiocarcinoma-bile-duct-cancer
C114987|adult-combined-hepatocellular-cancer-and-cholangiocarcinoma
C66950|hepatoid-adenocarcinoma
C39838|bladder-hepatoid-adenocarcinoma
C95747|gastric-hepatoid-adenocarcinoma
C95465|pancreatic-hepatoid-adenocarcinoma
C4126|intestinal-type-adenocarcinoma
C116316|intestinal-type-sinonasal-adenocarcinoma
C9157|gastric-intestinal-type-adenocarcinoma
C136710|lung-enteric-adenocarcinoma
C6017|paranasal-sinus-adenocarcinoma
C6237|ethmoid-sinus-adenocarcinoma
C6240|maxillary-sinus-adenocarcinoma
C65192|tubular-adenocarcinoma
C96936|extrahepatic-bile-duct-adenocarcinoma-biliary-type
C45509|fetal-lung-adenocarcinoma
C5473|gastric-tubular-adenocarcinoma
C4142|villous-adenocarcinoma
C66951|adenocarcinoma-endocervical-type
C7676|adenocarcinoma-in-adenomatous-polyp
C7677|adenocarcinoma-in-tubular-adenoma
C4145|adenocarcinoma-in-tubulovillous-adenoma
C4141|adenocarcinoma-in-villous-adenoma
C4136|adenocarcinoma-in-multiple-adenomatous-polyps
C4134|adenocarcinoma-in-adenomatous-polyposis-coli
C5600|anal-adenocarcinoma
C7471|anal-canal-adenocarcinoma
C7477|paget-disease-of-the-anal-canal
C7474|anal-extramucosal-perianal-adenocarcinoma
C7475|anal-adenocarcinoma-within-anorectal-fistula
C5609|anal-glands-adenocarcinoma
C5598|paget-disease-of-the-anus
C4032|bladder-adenocarcinoma
C39836|bladder-adenocarcinoma-not-otherwise-specified
C39835|bladder-enteric-type-adenocarcinoma
C39839|bladder-mixed-adenocarcinoma
C6163|bladder-signet-ring-cell-adenocarcinoma
C39843|bladder-urachal-adenocarcinoma
C8895|stage-i-bladder-adenocarcinoma
C8896|stage-ii-bladder-adenocarcinoma
C8897|stage-iii-bladder-adenocarcinoma
C8898|stage-iv-bladder-adenocarcinoma
C6179|bladder-clear-cell-adenocarcinoma
C39849|bladder-diffuse-clear-cell-adenocarcinoma
C39848|bladder-papillary-clear-cell-adenocarcinoma
C39847|bladder-tubulo-cystic-clear-cell-adenocarcinoma
C3766|clear-cell-adenocarcinoma
C5754|clear-cell-hepatocellular-cancer
C43848|clear-cell-intrahepatic-cholangiocarcinoma
C8028|endometrial-clear-cell-adenocarcinoma
C5775|extrahepatic-bile-duct-clear-cell-adenocarcinoma
C4524|multilocular-cystic-renal-cell-cancer
C40139|uterine-ligament-clear-cell-adenocarcinoma
C4033|clear-cell-renal-cell-cancer
C36261|non-hereditary-clear-cell-renal-cell-carcinoma
C4127|diffuse-type-adenocarcinoma
C9159|diffuse-gastric-adenocarcinoma
C43529|sporadic-diffuse-gastric-adenocarcinoma
C95397|intramucosal-adenocarcinoma
C95763|gastric-intramucosal-adenocarcinoma
C45429|colon-intramucosal-adenocarcinoma
C27413|adenoma-of-the-colon-with-intramucosal-adenocarcinoma
C3774|signet-ring-cell-carcinoma
C43554|appendix-signet-ring-cell-carcinoma
C5776|extrahepatic-bile-duct-signet-ring-cell-carcinoma
C5720|pancreatic-signet-ring-cell-carcinoma
C5250|signet-ring-cell-gastric-adenocarcinoma
C41619|signet-ring-cell-intrahepatic-cholangiocarcinoma
C43543|small-intestinal-signet-ring-cell-carcinoma
C43586|colorectal-signet-ring-cell-carcinoma
C7967|colon-signet-ring-cell-adenocarcinoma
C9168|rectal-signet-ring-cell-adenocarcinoma
C43593|rectosigmoid-signet-ring-cell-carcinoma
C4712|adenocarcinoma-with-metaplasia
C4202|adenocarcinoma-with-apocrine-metaplasia
C4201|adenocarcinoma-with-spindle-cell-metaplasia
C4200|adenocarcinoma-with-squamous-metaplasia
C5105|colorectal-adenocarcinoma
C96497|crohn-disease-associated-colorectal-adenocarcinoma
C96496|ulcerative-colitis-associated-colorectal-adenocarcinoma
C96488|colorectal-cribriform-comedo-type-adenocarcinoma
C96489|colon-cribriform-comedo-type-adenocarcinoma
C96490|rectal-cribriform-comedo-type-adenocarcinoma
C43590|colorectal-medullary-carcinoma
C60641|colon-medullary-carcinoma
C60640|rectal-medullary-carcinoma
C96491|colorectal-micropapillary-adenocarcinoma
C96492|colon-micropapillary-adenocarcinoma
C96493|rectal-micropapillary-adenocarcinoma
C96485|colorectal-serrated-adenocarcinoma
C96486|colon-serrated-adenocarcinoma
C96487|rectal-serrated-adenocarcinoma
C9383|rectal-adenocarcinoma
C43584|rectosigmoid-adenocarcinoma
C4349|colon-adenocarcinoma
C5543|cecum-adenocarcinoma
C7359|endometrial-adenocarcinoma
C40153|endometrial-mixed-adenocarcinoma
C40145|type-i-endometrial-adenocarcinoma
C39749|type-ii-endometrial-adenocarcinoma
C7718|appendix-adenocarcinoma
C4004|gastric-stomach-adenocarcinoma
C43527|sporadic-gastric-adenocarcinoma
C95748|gastric-carcinoma-with-lymphoid-stroma
C5247|gastric-cardia-adenocarcinoma
C67526|gastric-mixed-adenocarcinoma
C65194|gastric-parietal-cell-adenocarcinoma
C27131|early-gastric-cancer
C95743|poorly-cohesive-gastric-carcinoma
C5214|breast-adenocarcinoma
C3771|lobular-breast-carcinoma
C4017|ductal-breast-carcinoma
C47857|paget-disease-of-the-breast
C3301|paget-disease-of-the-nipple
C47858|paget-disease-of-the-breast-without-invasive-carcinoma
C4019|paget-disease-and-intraductal-carcinoma-of-the-breast
C96772|early-hepatocellular-cancer
C96788|lymphoepithelioma-like-hepatocellular-cancer
C96790|moderately-differentiated-hepatocellular-cancer
C96791|poorly-differentiated-hepatocellular-cancer
C43627|sarcomatoid-hepatocellular-cancer
C27388|scirrhous-hepatocellular-cancer
C96789|well-differentiated-hepatocellular-cancer
C7691|resectable-hepatocellular-cancer
C114992,C4131|fibrolamellar-cancer
C114993|adult-pleomorphic-hepatocellular-cancer
C115139,C115133|bclc-stage-0-hepatocellular-cancer
C115140,C115135|bclc-stage-a-hepatocellular-cancer
C115141,C115136|bclc-stage-b-hepatocellular-cancer
C115143,C115137|bclc-stage-c-hepatocellular-cancer
C115144,C115138|bclc-stage-d-hepatocellular-cancer
C43625|pleomorphic-hepatocellular-cancer
C90510|hepatocellular-carcinoma-by-ajcc-v6-stage
C115132|hepatocellular-carcinoma-by-bclc-stage
C91228|hepatocellular-carcinoma-by-ajcc-v7-stage
C5761,C134521|stage-iiia-hepatocellular-cancer
C5762,C134522|stage-iiib-hepatocellular-cancer
C88044|stage-iiic-hepatocellular-cancer
C5764,C134524|stage-iva-hepatocellular-cancer
C5765,C134525|stage-ivb-hepatocellular-cancer
C134515|hepatocellular-carcinoma-by-ajcc-v8-stage
C134517|stage-ia-hepatocellular-cancer
C134518|stage-ib-hepatocellular-cancer
C7073|paget-disease
C3302|extramammary-paget-disease
C27817|paget-disease-of-the-penis
C8294|pancreatic-adenocarcinoma
C95458|mixed-acinar-ductal-carcinoma-of-the-pancreas
C9120|pancreatic-ductal-adenocarcinoma
C37256|pancreatic-foamy-gland-adenocarcinoma
C95466|pancreatic-medullary-carcinoma
C95427|pancreatic-moderately-differentiated-ductal-adenocarcinoma
C95428|pancreatic-poorly-differentiated-ductal-adenocarcinoma
C95426|pancreatic-well-differentiated-ductal-adenocarcinoma
C5722|undifferentiated-pancreatic-carcinoma
C5723|undifferentiated-pancreatic-carcinoma-with-osteoclast-like-giant-cells
C100051|renal-cell-cancer-associated-with-neuroblastoma
C126303|tubulocystic-renal-cell-cancer
C27892|unclassified-renal-cell-cancer
C4146|chromophobe-renal-cell-cancer
C27888|classic-variant-of-chromophobe-renal-cell-carcinoma
C27889|eosinophilic-variant-of-chromophobe-renal-cell-carcinoma
C90343|renal-cell-cancer-by-ajcc-v6-stage
C7823,C140323|stage-i-renal-cell-cancer
C7824,C89301,C140324|stage-ii-renal-cell-cancer
C9220,C89302,C140325|stage-iii-renal-cell-cancer
C4003,C89303,C140326|stage-iv-renal-cell-cancer
C27891|renal-cell-cancer-associated-with-xp112-translocationstfe3-gene-fusions
C39802|renal-cell-carcinoma-associated-with-invxp11-q12
C37874|renal-cell-carcinoma-associated-with-tx-1p112-p34
C37872|renal-cell-carcinoma-associated-with-tx-1p112-q21
C37876|renal-cell-carcinoma-associated-with-tx-17p112-q25
C91201|renal-cell-cancer-by-ajcc-v7-stage
C27806|metastatic-renal-cell-cancer
C140322|renal-cell-cancer-by-ajcc-v8-stage
C8021|salivary-gland-adenocarcinoma
C5904|salivary-duct-carcinoma
C123384|mammary-analog-secretory-carcinoma-of-salivary-gland
C62196|salivary-gland-adenocarcinoma-not-otherwise-specified
C5948|minor-salivary-gland-adenocarcinoma
C5903|major-salivary-gland-adenocarcinoma
C5958|sublingual-gland-adenocarcinoma
C5941|parotid-gland-adenocarcinoma
C5940|submandibular-gland-adenocarcinoma
C7888|small-intestinal-adenocarcinoma
C7889|duodenal-adenocarcinoma
C27322|periampullary-adenocarcinoma
C133893|small-intestinal-adenocarcinoma-by-ajcc-v8-stage
C133895|stage-i-small-intestinal-adenocarcinoma
C133902|stage-iv-small-intestinal-adenocarcinoma
C133896|stage-ii-small-intestinal-adenocarcinoma
C133897|stage-iia-small-intestinal-adenocarcinoma
C133898|stage-iib-small-intestinal-adenocarcinoma
C133899|stage-iii-small-intestinal-adenocarcinoma
C133900|stage-iiia-small-intestinal-adenocarcinoma
C133901|stage-iiib-small-intestinal-adenocarcinoma
C40135|uterine-ligament-adenocarcinoma
C4025|esophageal-adenocarcinoma
C7027|barrett-adenocarcinoma
C133411|esophageal-adenocarcinoma-by-ajcc-v7-stage
C8632,C133408,C133424,C133438|stage-iv-esophageal-adenocarcinoma
C8630,C133403,C133414,C133433|stage-i-esophageal-adenocarcinoma
C87782,C133415|stage-ia-esophageal-adenocarcinoma
C87783,C133416|stage-ib-esophageal-adenocarcinoma
C8628,C133404,C133418,C133434|stage-ii-esophageal-adenocarcinoma
C6731,C133405,C133419|stage-iia-esophageal-adenocarcinoma
C6732,C133406,C133420|stage-iib-esophageal-adenocarcinoma
C8631,C133407,C133421,C133435|stage-iii-esophageal-adenocarcinoma
C87784,C133422,C133436|stage-iiia-esophageal-adenocarcinoma
C87785,C133423,C133437|stage-iiib-esophageal-adenocarcinoma
C87786|stage-iiic-esophageal-adenocarcinoma
C133400|esophageal-adenocarcinoma-by-ajcc-v8-stage
C133401|esophageal-adenocarcinoma-by-ajcc-v8-clinical-stage
C133412|esophageal-adenocarcinoma-by-ajcc-v8-pathologic-stage
C133417|stage-ic-esophageal-adenocarcinoma
C133432|esophageal-adenocarcinoma-by-ajcc-v8-postneoadjuvant-therapy-stage
C9296|adenocarcinoma-of-the-gastroesophageal-junction
C133548|gastroesophageal-junction-adenocarcinoma-by-ajcc-v8-stage
C133549|gastroesophageal-junction-adenocarcinoma-by-ajcc-v8-clinical-stage
C133552|clinical-stage-i-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133556|clinical-stage-iii-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133553|clinical-stage-ii-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133554|clinical-stage-iia-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133555|clinical-stage-iib-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133557|clinical-stage-iv-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133558|clinical-stage-iva-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133560|clinical-stage-ivb-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133563|gastroesophageal-junction-adenocarcinoma-by-ajcc-v8-pathologic-stage
C133565|pathologic-stage-i-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133566|pathologic-stage-ia-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133567|pathologic-stage-ib-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133568|pathologic-stage-ic-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133570|pathologic-stage-ii-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133572|pathologic-stage-iia-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133573|pathologic-stage-iib-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133575|pathologic-stage-iii-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133577|pathologic-stage-iiia-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133579|pathologic-stage-iiib-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133580|pathologic-stage-iv-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133581|pathologic-stage-iva-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C133582|pathologic-stage-ivb-gastroesophageal-junction-adenocarcinoma-ajcc-v8
C27745|non-small-cell-adenocarcinoma
C3512|lung-adenocarcinoma
C5651|solid-lung-adenocarcinoma
C5649|acinar-lung-adenocarcinoma
C136709|invasive-mucinous-lung-adenocarcinoma
C123160|lepidic-predominant-adenocarcinoma
C6699|occult-lung-adenocarcinoma
C2923|bronchioloalveolar-carcinoma
C7268|minimally-invasive-mucinous-lung-adenocarcinoma
C7269|minimally-invasive-non-mucinous-lung-adenocarcinoma
C136490|lung-adenocarcinoma-by-ajcc-v7-stage
C8762|stage-iv-lung-adenocarcinoma
C8759|stage-i-lung-adenocarcinoma
C6694|stage-ia-lung-adenocarcinoma
C6693|stage-ib-lung-adenocarcinoma
C8760|stage-ii-lung-adenocarcinoma
C6695|stage-iia-lung-adenocarcinoma
C6696|stage-iib-lung-adenocarcinoma
C8761|stage-iii-lung-adenocarcinoma
C6698|stage-iiia-lung-adenocarcinoma
C6697|stage-iiib-lung-adenocarcinoma
C27813|bile-duct-adenocarcinoma
C4130|bile-duct-mucinous-cystic-neoplasm-with-an-associated-invasive-carcinoma
C7975|extrahepatic-bile-duct-adenocarcinoma
C7976|distal-13-of-the-common-bile-duct-adenocarcinoma
C96937|extrahepatic-bile-duct-adenocarcinoma-gastric-foveolar-type
C96938|extrahepatic-bile-duct-adenocarcinoma-intestinal-type
C4436,C8265|cholangiocarcinoma
C27324|non-resectable-cholangiocarcinoma
C27326|resectable-cholangiocarcinoma
C35417|intrahepatic-cholangiocarcinoma-bile-duct-cancer
C41617|cholangiolocellular-carcinoma
C96804|perihilar-intrahepatic-cholangiocarcinoma
C96805|peripheral-intrahepatic-cholangiocarcinoma
C41620|sarcomatoid-intrahepatic-cholangiocarcinoma
C134514|intrahepatic-cholangiocarcinoma-by-ajcc-v7-stage
C88050,C134757|stage-i-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C88051,C134760|stage-ii-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C88052,C134761|stage-iii-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C88049,C134756|stage-0-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C88053|stage-iva-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C88054|stage-ivb-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C134755|intrahepatic-cholangiocarcinoma-by-ajcc-v8-stage
C134764|stage-iv-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C134758|stage-ia-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C134759|stage-ib-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C134762|stage-iiia-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C134763|stage-iiib-intrahepatic-cholangiocarcinoma-bile-duct-cancer
C36077|hilar-cholangiocarcinoma
C134742|hilar-cholangiocarcinoma-by-ajcc-v7-stage
C88058,C134744|stage-0-hilar-cholangiocarcinoma
C88059,C134745|stage-i-hilar-cholangiocarcinoma
C88060,C134746|stage-ii-hilar-cholangiocarcinoma
C88061,C134748|stage-iiia-hilar-cholangiocarcinoma
C88062,C134749|stage-iiib-hilar-cholangiocarcinoma
C88063,C134752|stage-iva-hilar-cholangiocarcinoma
C88064,C134753|stage-ivb-hilar-cholangiocarcinoma
C134743|hilar-cholangiocarcinoma-by-ajcc-v8-stage
C134747|stage-iii-hilar-cholangiocarcinoma
C134750|stage-iiic-hilar-cholangiocarcinoma
C134751|stage-iv-hilar-cholangiocarcinoma
C2916|carcinoma
C7352|retroperitoneal-cancer
C4139|combined-carcinoid-and-adenocarcinoma
C3689|appendix-goblet-cell-carcinoid
