C7057|Disease, Disorder or Finding
C6257|Ovarian Endometrioid Tumor
C3437|Vaginal Neoplasm
C128112|Vaginal Germ Cell Tumor
C40274|Vaginal Mixed Epithelial and Mesenchymal Neoplasm
C40250|Vaginal Glandular Neoplasm
C40256|Vaginal Adenoma
C40257|Vaginal Tubular Adenoma
C40258|Vaginal Tubulovillous Adenoma
C40259|Vaginal Villous Adenoma
C40242|Vaginal Squamous Neoplasm
C4947|Vaginal Condyloma Acuminatum
C3032|Fallopian Tube Neoplasm
C40130|Fallopian Tube Germ Cell Tumor
C40131|Fallopian Tube Teratoma
C40109|Fallopian Tube Mucinous Neoplasm
C40102|Fallopian Tube Serous Neoplasm
C40133|Uterine Ligament Neoplasm
C40141|Wolffian Adnexal Tumor
C3443|Vulvar Neoplasm
C128294|Vulvar Germ Cell Tumor
C40335|Vulvar Melanocytic Neoplasm
C6434|Bartholin Gland Neoplasm
C40283|Vulvar Squamous Neoplasm
C4382|Vulvar Condyloma Acuminatum
C40292|Vulvar Glandular Neoplasm
C3730|Mixed Mesodermal (Mullerian) Tumor
C3435|Uterine Neoplasm
C2940|Cervical Neoplasm
C40226|Cervical Mixed Epithelial and Mesenchymal Neoplasm
C40210|Cervical Glandular Neoplasm
C40195|Cervical Squamous Neoplasm
C8421|Cervical Condyloma Acuminatum
C6300|Uterine Corpus Neoplasm
C127077|Uterine Corpus Germ Cell Tumor
C3012|Endometrial Neoplasm
C40181|Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm
C4984|Ovarian Neoplasm
C4381|Ovarian Epithelial Tumor
C8430|Ovarian Papillary Tumor
C40092|Ovarian Squamous Cell Tumor
C4508|Ovarian Seromucinous Tumor
C7280|Ovarian Transitional Cell Tumor
C3872|Ovarian Brenner Tumor
C40076|Ovarian Clear Cell Tumor
C5242|Ovarian Mucinous Tumor
C40043|Ovarian Mucinous Cystic Tumor Associated with Pseudomyxoma Peritonei
C40042|Ovarian Mucinous Cystic Tumor with Mural Nodules
C8431|Ovarian Serous Tumor
C40027|Borderline Ovarian Serous Tumor with Microinvasion
C27020|Female Reproductive System Disorder
C35169|Pregnancy Disorder
C34945|Ectopic Pregnancy
C92921|Abdominal Pregnancy
C128715|Cesarean Scar Pregnancy
C92761|Cornual Pregnancy
C92945|Ovarian Pregnancy
C92946|Tubal Pregnancy
C97077|Funisitis
C117323|Necrotizing Funisitis
C3110|Hydatidiform Mole
C4871|Complete Hydatidiform Mole
C4293|Partial Hydatidiform Mole
C26857|Placenta Disorder
C9243|Hypertension-Associated Pregnancy Disorder
C34943|Toxemia of Pregnancy
C87167|Eclampsia
C85021|Preeclampsia
C112843|Severe Preeclampsia
C26910|Vaginal Disorder
C26771|Fallopian Tube Disorder
C27631|Vulvar Disorder
C128142|Vulvar Squamous Intraepithelial Lesion
C4760|Vulvar Low Grade Squamous Intraepithelial Lesion
C26907|Uterine Disorder
C3504|Endometrial Disorder
C40159|Tamoxifen-Related Endometrial Disorder
C40241|Cervical Disorder
C26841|Ovarian Disorder
C2990|Digestive System Disorder
C26842|Pancreatic Disorder
C3305|Pancreatic Neoplasm
C95558|Pancreatic Teratoma
C95559|Mature Pancreatic Teratoma
C4612|Benign Pancreatic Neoplasm
C4613|Benign Exocrine Pancreas Neoplasm
C4374|Pancreatic Cystadenoma
C95546|Pancreatic Acinar Cell Cystadenoma
C95471|Pancreatic Macrocystic Serous Cystadenoma
C5712|Pancreatic Serous Cystadenoma
C95470|Pancreatic Serous Adenoma
C95475|Pancreatic Solid Serous Adenoma
C95476|Von Hippel-Lindau Syndrome-Associated Pancreatic Serous Adenoma
C9005|Malignant Pancreatic Neoplasm
C8543|Metastatic Malignant Neoplasm in the Pancreas
C5714|Pancreatic Lymphoma
C5789|Pancreatic Non-Hodgkin Lymphoma
C7430|Malignant Exocrine Pancreas Neoplasm
C4265|Pancreatoblastoma
C37212|Solid Pseudopapillary Neoplasm of the Pancreas
C3850|Pancreatic Cancer
C43298|Hereditary Pancreatic Cancer
C5721|Pancreatic Adenosquamous Cancer
C142808|Refractory Pancreatic Carcinoma
C5018|Unresectable Pancreatic Cancer
C7626|Recurrent Pancreatic Cancer
C5099|Resectable Pancreatic Cancer
C45843|Pancreatic Carcinoma with Mixed Differentiation
C6878|Mixed Acinar-Neuroendocrine Carcinoma of the Pancreas
C95460|Mixed Acinar-Neuroendocrine-Ductal Carcinoma of the Pancreas
C6879|Mixed Ductal-Neuroendocrine Carcinoma of the Pancreas
C8294|Pancreatic Adenocarcinoma
C95507|Pancreatic Intraductal Tubulopapillary Neoplasm with an Associated Invasive Carcinoma
C3874|Pancreatic Cystadenocarcinoma
C5727|Pancreatic Acinar Cell Cystadenocarcinoma
C5724|Pancreatic Serous Cystadenocarcinoma
C8933|Metastatic Pancreatic Adenocarcinoma
C95458|Mixed Acinar-Ductal Carcinoma of the Pancreas
C5726|Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma
C7977|Pancreatic Acinar Cell Cancer
C9120|Pancreatic Ductal Adenocarcinoma
C37214|Colloid Carcinoma of the Pancreas
C95465|Pancreatic Hepatoid Adenocarcinoma
C5720|Pancreatic Signet Ring Cell Carcinoma
C37256|Pancreatic Foamy Gland Adenocarcinoma
C95466|Pancreatic Medullary Carcinoma
C95427|Pancreatic Moderately Differentiated Ductal Adenocarcinoma
C95428|Pancreatic Poorly Differentiated Ductal Adenocarcinoma
C95426|Pancreatic Well Differentiated Ductal Adenocarcinoma
C5722|Undifferentiated Pancreatic Carcinoma
C5723|Undifferentiated Pancreatic Carcinoma with Osteoclast-Like Giant Cells
C134902|Pancreatic Cancer by AJCC v6 and v7 Stage
C7787,C134928|Stage III Pancreatic Cancer
C5711,C134930|Stage IV Pancreatic Cancer
C7785,C134915|Stage I Pancreatic Cancer
C88100,C134917|Stage IA Pancreatic Cancer
C88101,C134920|Stage IB Pancreatic Cancer
C7786,C134921|Stage II Pancreatic Cancer
C88102,C134925|Stage IIA Pancreatic Cancer
C88103,C134927|Stage IIB Pancreatic Cancer
C134909|Pancreatic Cancer by AJCC v8 Stage
C4445|Pancreatic Exocrine Neoplasm
C41247|Pancreatic Mucinous-Cystic Neoplasm
C41246|Pancreatic Mucinous-Cystic Neoplasm with an Associated Invasive Carcinoma
C95505|Pancreatic Intraductal Neoplasm
C38342|Pancreatic Intraductal Papillary-Mucinous Neoplasm
C113665|Branch Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm
C113664|Main Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm
C113667|Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm
C95508|Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type
C95510|Pancreatic Intraductal Papillary Mucinous Neoplasm, Intestinal-Type
C95514|Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type
C95512|Pancreatic Intraductal Papillary Mucinous Neoplasm, Pancreatobiliary-Type
C95542|Pancreatic Acinar Cell Neoplasm
C41248|Pancreatic Serous Neoplasm
C26695|Anal Disorder
C2877|Anal Neoplasm
C4054|Anal Condyloma Acuminatum
C4611|Benign Anal Neoplasm
C139546|Anal Ectopic Fibroadenoma
C7379|Malignant Anal Neoplasm
C7460|Metastatic Malignant Neoplasm in the Anus
C4639|Anal Melanoma
C5601|Anal Lymphoma
C9291|Anal Cancer
C137857|Refractory Anal Carcinoma
C9161|Anal Squamous Cell Cancer
C8256|Anal Basaloid Carcinoma
C7469|Anal Canal Squamous Cell Carcinoma
C7470|Anal Verrucous Carcinoma
C27681|Human Papillomavirus-Related Anal Squamous Cell Carcinoma
C5600|Anal Adenocarcinoma
C7471|Anal Canal Adenocarcinoma
C5606|Anal Mucinous Adenocarcinoma
C7477|Paget Disease of the Anal Canal
C7474|Anal Extramucosal (Perianal) Adenocarcinoma
C7475|Anal Adenocarcinoma within Anorectal Fistula
C5609|Anal Glands Adenocarcinoma
C5598|Paget Disease of the Anus
C133794|Anal Cancer by AJCC v8 Stage
C133796|Stage I Anal Cancer
C133804|Stage IV Anal Cancer
C133800|Stage III Anal Cancer
C133801|Stage IIIA Anal Cancer
C133802|Stage IIIB Anal Cancer
C133803|Stage IIIC Anal Cancer
C133797|Stage II Anal Cancer
C133799|Stage IIB Anal Cancer
C133798|Stage IIA Anal Cancer
C7489|Anal Canal Cancer
C96529|Anal Canal Undifferentiated Carcinoma
C96553|Anal Canal Mixed Adenoneuroendocrine Carcinoma
C8255|Anal Canal Cloacogenic Cancer
C7793|Recurrent Anal Canal Cancer
C133787|Anal Canal Cancer by AJCC v6 and v7 Stage
C9037|Stage I Anal Canal Cancer
C7775|Stage II Anal Canal Cancer
C6873|Stage IV Anal Canal Cancer
C5612|Metastatic Anal Canal Carcinoma
C7776|Stage III Anal Canal Cancer
C5925|Stage IIIA Anal Canal Cancer
C5926|Stage IIIB Anal Canal Cancer
C26886|Stomach Disorder
C3387|Gastric Neoplasm
C3599|Benign Gastric Neoplasm
C6448|Gastric Germ Cell Tumor
C5259|Gastric Teratoma
C5256|Immature Gastric Teratoma
C5260|Mature Gastric Teratoma
C5486|Malignant Gastric Germ Cell Tumor
C95749|Gastric Choriocarcinoma
C9331|Malignant Gastric Neoplasm
C95903|Metastatic Malignant Neoplasm in the Stomach
C9354|Recurrent Malignant Gastric Neoplasm
C9237|Recurrent Gastric (Stomach) Cancer
C4636|Gastric Lymphoma
C5638|Gastric Hodgkin Lymphoma
C27235|Gastric Non-Hodgkin Lymphoma
C5254|Gastric T-Cell Non-Hodgkin Lymphoma
C5251|Gastric Burkitt Lymphoma
C5253|Gastric Diffuse Large B-Cell Lymphoma
C5266|Gastric Mucosa-Associated Lymphoid Tissue Lymphoma
C27763|Helicobacter Pylori-Associated Gastric Mucosa-Associated Lymphoid Tissue Lymphoma
C4911|Gastric (Stomach) Cancer
C5474|Gastric (Stomach) Adenosquamous Cancer
C147996|Refractory Gastric Carcinoma
C5476|Undifferentiated Gastric (Stomach) Cancer
C95886|Gastric (Stomach) Mixed Adenoneuroendocrine Cancer
C5475|Gastric (Stomach) Squamous Cell Cancer
C150034|Gastric Cardia Squamous Cell Carcinoma
C8399|Gastric Body (Stomach) Cancer
C8398|Gastric Fundus (Stomach) Cancer
C6795|Gastric Pylorus (Stomach) Cancer
C90503|Gastric Cancer by AJCC v6 Stage
C7772,C89856,C133670,C133648,C133655|Stage I Gastric (Stomach) Cancer
C7773,C89859,C133671,C133649,C133659|Stage II Gastric (Stomach) Cancer
C7774,C89860,C133672,C133650,C133663|Stage III Gastric (Stomach) Cancer
C9036,C89861,C133673,C133651,C133668|Stage IV Gastric (Stomach) Cancer
C6794|Gastric Cardia (Stomach) Cancer
C5247|Gastric Cardia Adenocarcinoma
C4004|Gastric (Stomach) Adenocarcinoma
C9159|Diffuse Gastric Adenocarcinoma
C43295|Hereditary Diffuse Gastric Adenocarcinoma
C43529|Sporadic Diffuse Gastric Adenocarcinoma
C43527|Sporadic Gastric Adenocarcinoma
C95747|Gastric Hepatoid Adenocarcinoma
C9157|Gastric Intestinal Type Adenocarcinoma
C5472|Gastric Papillary Adenocarcinoma
C5473|Gastric Tubular Adenocarcinoma
C27765|Helicobacter Pylori-Related Gastric Adenocarcinoma
C5248|Mucinous Gastric Adenocarcinoma
C95748|Gastric Carcinoma with Lymphoid Stroma
C67526|Gastric Mixed Adenocarcinoma
C65194|Gastric Parietal Cell Adenocarcinoma
C27131|Early Gastric Cancer
C95763|Gastric Intramucosal Adenocarcinoma
C95743|Poorly Cohesive Gastric Carcinoma
C5250|Signet Ring Cell Gastric Adenocarcinoma
C91222|Gastric Cancer by AJCC v7 Stage
C5468,C133656|Stage IA Gastric (Stomach) Cancer
C5469,C133657|Stage IB Gastric (Stomach) Cancer
C87775,C133681,C133660|Stage IIA Gastric (Stomach) Cancer
C87776,C133682,C133662|Stage IIB Gastric (Stomach) Cancer
C5471,C133665|Stage IIIA Gastric (Stomach) Cancer
C5470,C133666|Stage IIIB Gastric (Stomach) Cancer
C87777,C133667|Stage IIIC Gastric (Stomach) Cancer
C133638|Gastric Cancer by AJCC v8 Stage
C133641|Gastric Cancer by AJCC v8 Postneoadjuvant Therapy Stage
C133639|Gastric Cancer by AJCC v8 Clinical Stage
C133652|Stage IVA Gastric (Stomach) Cancer
C133653|Stage IVB Gastric (Stomach) Cancer
C133640|Gastric Cancer by AJCC v8 Pathologic Stage
C3027|Esophageal Disorder
C3028|Esophageal Neoplasm
C3598|Benign Esophageal Neoplasm
C7478|Malignant Esophageal Neoplasm
C7479|Metastatic Malignant Neoplasm in the Esophagus
C5707|Esophageal Melanoma
C7512|Malignant Esophageal Neoplasm by Anatomic Region
C4764|Malignant Neoplasm of the Abdominal Esophagus
C4763|Malignant Neoplasm of the Cervical Esophagus
C150031|Cervical Esophagus Adenocarcinoma
C150032|Cervical Esophagus Squamous Cell Carcinoma
C3532|Malignant Neoplasm of the Thoracic Esophagus
C3534|Malignant Neoplasm of the Middle Third of the Esophagus
C150027|Thoracic Esophagus Adenocarcinoma
C150029|Thoracic Esophagus Squamous Cell Carcinoma
C7513|Malignant Esophageal Neoplasm by Topographic Region
C3535|Malignant Neoplasm of the Lower Third of the Esophagus
C150037|Distal Esophagus Squamous Cell Carcinoma
C3533|Malignant Neoplasm of the Upper Third of the Esophagus
C5687|Esophageal Lymphoma
C5689|Esophageal Hodgkin Lymphoma
C5688|Esophageal Non-Hodgkin Lymphoma
C95625|Esophageal Diffuse Large B-Cell Lymphoma
C95626|Esophageal Mucosa-Associated Lymphoid Tissue Lymphoma
C3513|Esophageal Cancer
C5342|Esophageal Adenoid Cystic Cancer
C27421|Esophageal Adenosquamous Cancer
C128563|Unresectable Esophageal Cancer
C95621|Esophageal Mixed Adenoneuroendocrine Cancer
C5343|Esophageal Mucoepidermoid Cancer
C3999|Recurrent Esophageal Cancer
C8627|Recurrent Esophageal Adenocarcinoma
C8633|Recurrent Esophageal Squamous Cell Cancer
C90500|Esophageal Cancer by AJCC v6 Stage
C9210,C89793|Stage I Esophageal Cancer
C9211,C89794|Stage II Esophageal Cancer
C9212,C89795|Stage III Esophageal Cancer
C9213,C89804|Stage IV Esophageal Cancer
C91221|Esophageal Cancer by AJCC v7 Stage
C8632,C133408,C133424,C133438|Stage IV Esophageal Adenocarcinoma
C5019,C133451,C133539,C133459|Stage IV Esophageal Squamous Cell Cancer
C133411|Esophageal Adenocarcinoma by AJCC v7 Stage
C8630,C133403,C133414,C133433|Stage I Esophageal Adenocarcinoma
C87782,C133415|Stage IA Esophageal Adenocarcinoma
C87783,C133416|Stage IB Esophageal Adenocarcinoma
C8628,C133404,C133418,C133434|Stage II Esophageal Adenocarcinoma
C6731,C133405,C133419|Stage IIA Esophageal Adenocarcinoma
C6732,C133406,C133420|Stage IIB Esophageal Adenocarcinoma
C8631,C133407,C133421,C133435|Stage III Esophageal Adenocarcinoma
C87784,C133422,C133436|Stage IIIA Esophageal Adenocarcinoma
C87785,C133423,C133437|Stage IIIB Esophageal Adenocarcinoma
C87786|Stage IIIC Esophageal Adenocarcinoma
C133442|Esophageal Squamous Cell Carcinoma by AJCC v7 Stage
C5022,C133448,C133521,C133454|Stage I Esophageal Squamous Cell Cancer
C87780,C133525|Stage IA Esophageal Squamous Cell Cancer
C87781,C133530|Stage IB Esophageal Squamous Cell Cancer
C5021,C133449,C133532,C133455|Stage II Esophageal Squamous Cell Cancer
C6738,C133534|Stage IIA Esophageal Squamous Cell Cancer
C6737,C133535|Stage IIB Esophageal Squamous Cell Cancer
C5020,C133450,C133536,C133456|Stage III Esophageal Squamous Cell Cancer
C87787,C133537,C133457|Stage IIIA Esophageal Squamous Cell Cancer
C87788,C133538,C133458|Stage IIIB Esophageal Squamous Cell Cancer
C87789|Stage IIIC Esophageal Squamous Cell Cancer
C115117|Stage IA Esophageal Cancer
C115118|Stage IB Esophageal Cancer
C5691|Stage IIA Esophageal Cancer
C5692|Stage IIB Esophageal Cancer
C115119|Stage IIIA Esophageal Cancer
C115120|Stage IIIB Esophageal Cancer
C115121|Stage IIIC Esophageal Cancer
C4025|Esophageal Adenocarcinoma
C7027|Barrett Adenocarcinoma
C133400|Esophageal Adenocarcinoma by AJCC v8 Stage
C133401|Esophageal Adenocarcinoma by AJCC v8 Clinical Stage
C133409,C133425,C133439,C6733|Stage IVA Esophageal Adenocarcinoma
C133410,C133426,C133440,C6734|Stage IVB Esophageal Adenocarcinoma
C133412|Esophageal Adenocarcinoma by AJCC v8 Pathologic Stage
C133417|Stage IC Esophageal Adenocarcinoma
C133432|Esophageal Adenocarcinoma by AJCC v8 Postneoadjuvant Therapy Stage
C4024|Esophageal Squamous Cell Cancer
C27422|Undifferentiated Esophageal Cancer
C7032|Esophageal Basaloid Cancer
C95611|Moderately Differentiated Esophageal Squamous Cell Cancer
C95612|Poorly Differentiated Esophageal Squamous Cell Cancer
C95608|Esophageal Spindle Cell Cancer
C27420|Esophageal Verrucous Cancer
C95610|Well Differentiated Esophageal Squamous Cell Cancer
C27680|Human Papillomavirus (HPV)-Related Esophageal Squamous Cell Cancer
C133443|Esophageal Squamous Cell Carcinoma by AJCC v8 Stage
C133444|Esophageal Squamous Cell Carcinoma by AJCC v8 Clinical Stage
C133452,C133541,C133460|Stage IVA Esophageal Squamous Cell Cancer
C133453,C133542,C133461|Stage IVB Esophageal Squamous Cell Cancer
C133445|Esophageal Squamous Cell Carcinoma by AJCC v8 Pathologic Stage
C133446|Esophageal Squamous Cell Carcinoma by AJCC v8 Postneoadjuvant Therapy Stage
C133399|Esophageal Cancer by AJCC v8 Stage
C3052|Digestive System Neoplasm
C27940|Gastrointestinal Autonomic Nerve Tumor
C4787|Benign Digestive System Neoplasm
C4773|Benign Appendix Neoplasm
C4440|Benign Gallbladder Neoplasm
C7129|Benign Non-Epithelial Gallbladder Neoplasm
C4609|Benign Intestinal Neoplasm
C3600|Benign Small Intestinal Neoplasm
C4775|Benign Duodenal Neoplasm
C4610|Benign Colorectal Neoplasm
C2894|Benign Colon Neoplasm
C4772|Benign Cecum Neoplasm
C4774|Benign Rectal Neoplasm
C36207|Digestive System Adenoma
C65193|Flat Adenoma
C96414|Sessile Serrated Adenoma/Polyp
C96415|Appendix Sessile Serrated Adenoma/Polyp
C43550|Appendix Adenoma
C5510|Appendix Mucinous Cystadenoma
C43549|Appendix Traditional Serrated Adenoma
C43546|Appendix Tubular Adenoma
C43547|Appendix Tubulovillous Adenoma
C5512|Appendix Villous Adenoma
C38458|Traditional Serrated Adenoma
C96466|Filiform Serrated Adenoma
C5340|Small Intestinal Adenoma
C43552|Small Intestinal Tubular Adenoma
C43553|Small Intestinal Tubulovillous Adenoma
C4932|Duodenal Adenoma
C5338|Duodenal Villous Adenoma
C43551|Small Intestinal Villous Adenoma
C5673|Colorectal Adenoma
C27457|Colorectal Adenoma with Moderate Dysplasia
C27458|Colorectal Adenoma with Mild Dysplasia
C5685|Colorectal Adenoma with Severe Dysplasia
C5621|Rectal Adenoma with Severe Dysplasia
C128171|Colon Adenoma with Severe Dysplasia
C27456|Colorectal Tubular Adenoma
C96477|Rectal Tubular Adenoma
C7041|Colon Tubular Adenoma
C5675|Colorectal Tubulovillous Adenoma
C5620|Rectal Tubulovillous Adenoma
C5496|Colon Tubulovillous Adenoma
C5546|Rectal Adenoma
C4919|Rectal Villous Adenoma
C3864|Colon Adenoma
C3495|Colon Villous Adenoma
C5520|Cecum Villous Adenoma
C5676|Colorectal Villous Adenoma
C4443|Ampulla of Vater Neoplasm
C3536|Malignant Ampulla of Vater Neoplasm
C3908|Ampulla of Vater Cancer
C27418|Ampulla of Vater Adenosquamous Carcinoma
C27417|Ampulla of Vater Squamous Cell Carcinoma
C95986|Ampulla of Vater Mixed Adenoneuroendocrine Carcinoma
C6650|Ampulla of Vater Adenocarcinoma
C27414|Ampulla of Vater Clear Cell Adenocarcinoma
C95966|Ampulla of Vater Hepatoid Adenocarcinoma
C27415|Ampulla of Vater Intestinal-Type Adenocarcinoma
C95967|Ampulla of Vater Invasive Papillary Adenocarcinoma
C27416|Ampulla of Vater Mucinous Adenocarcinoma
C95963|Ampulla of Vater Pancreatobiliary Type Adenocarcinoma
C6656|Ampulla of Vater Signet Ring Cell Carcinoma
C27419|Ampulla of Vater Undifferentiated Carcinoma
C95965|Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
C134863|Ampulla of Vater Cancer by AJCC v7 Stage
C6653,C134872|Stage III Ampulla of Vater Cancer
C6654,C134875|Stage IV Ampulla of Vater Cancer
C6651,C134866|Stage I Ampulla of Vater Cancer
C88096,C134867|Stage IA Ampulla of Vater Cancer
C88097,C134868|Stage IB Ampulla of Vater Cancer
C6652,C134869|Stage II Ampulla of Vater Cancer
C88098,C134870|Stage IIA Ampulla of Vater Cancer
C88099,C134871|Stage IIB Ampulla of Vater Cancer
C134864|Ampulla of Vater Cancer by AJCC v8 Stage
C134874|Stage IIIB Ampulla of Vater Cancer
C134873|Stage IIIA Ampulla of Vater Cancer
C4434|Appendix Neoplasm
C9333|Malignant Appendix Neoplasm
C5513|Appendix Lymphoma
C9330|Appendix Cancer
C43556|Appendix Undifferentiated Carcinoma
C43564|Appendix Mixed Adenoneuroendocrine Carcinoma
C3689|Appendix Goblet Cell Carcinoid
C133733|Appendix Carcinoma by AJCC v7 Stage
C87800,C134123|Stage IIB Appendix Cancer
C87798,C134120|Stage I Appendix Cancer
C87799,C134122|Stage IIA Appendix Cancer
C87801,C134124|Stage IIC Appendix Cancer
C87803,C134126|Stage IIIA Appendix Cancer
C87805,C134128|Stage IIIC Appendix Cancer
C87806,C134130|Stage IVA Appendix Cancer
C87804,C134127|Stage IIIB Appendix Cancer
C87808,C134132|Stage IVC Appendix Cancer
C87807,C134131|Stage IVB Appendix Cancer
C7718|Appendix Adenocarcinoma
C43554|Appendix Signet Ring Cell Carcinoma
C43558|Appendix Mucinous Adenocarcinoma
C5511|Appendix Mucinous Cystadenocarcinoma
C96421|High Grade Appendix Mucinous Adenocarcinoma
C42598|Low-Grade Appendiceal Mucinous Neoplasm
C134119|Stage 0 Low-Grade Appendiceal Mucinous Neoplasm (LAMN)
C134117|Appendix Carcinoma by AJCC v8 Stage
C134121|Stage II Appendix Cancer
C134125|Stage III Appendix Cancer
C134129|Stage IV Appendix Cancer
C8614|Hepatobiliary Neoplasm
C3048|Gallbladder Neoplasm
C7130|Gallbladder Papillary Neoplasm
C5743|Gallbladder Papillary Neoplasm with an Associated Invasive Cancer
C96881|Gallbladder Mucinous Cystic Neoplasm
C96887|Gallbladder Mucinous Cystic Neoplasm with an Associated Invasive Carcinoma
C7481|Malignant Gallbladder Neoplasm
C7482|Metastatic Malignant Neoplasm in the Gallbladder
C5734|Gallbladder Lymphoma
C5735|Gallbladder Melanoma
C35676|Localized Malignant Gallbladder Neoplasm
C7649|Localized Gallbladder Cancer
C3844|Gallbladder Cancer
C7356|Gallbladder Adenosquamous Cancer
C96888|Gallbladder Carcinosarcoma
C9170|Gallbladder Squamous Cell Cancer
C4008|Recurrent Gallbladder Cancer
C7890|Unresectable Gallbladder Cancer
C9166|Gallbladder Adenocarcinoma
C9169|Gallbladder Adenocarcinoma with Squamous Metaplasia
C96915|Gallbladder Adenocarcinoma, Biliary Type
C96916|Gallbladder Adenocarcinoma, Gastric Foveolar Type
C43604|Gallbladder Adenocarcinoma, Intestinal-Type
C43605|Gallbladder Clear Cell Adenocarcinoma
C96891|Gallbladder Cribriform Carcinoma
C96890|Gallbladder Hepatoid Adenocarcinoma
C5744|Gallbladder Mucinous Adenocarcinoma
C5745|Gallbladder Signet Ring Cell Carcinoma
C90512|Gallbladder Cancer by AJCC v6 Stage
C5737,C90216,C134665|Stage I Gallbladder Cancer
C5738,C90217,C134667|Stage II Gallbladder Cancer
C5739,C90218,C134672|Stage III Gallbladder Cancer
C5740,C90219,C134675|Stage IV Gallbladder Cancer
C96927|Gallbladder Mixed Adenoneuroendocrine Cancer
C96928|Gallbladder Goblet Cell Carcinoid
C9167|Undifferentiated Gallbladder Cancer
C5838|Undifferentiated Gallbladder Carcinoma, Spindle and Giant Cell Type
C91229|Gallbladder Cancer by AJCC v7 Stage
C88056,C134673|Stage IIIA Gallbladder Cancer
C88057,C134674|Stage IIIB Gallbladder Cancer
C5741,C134676|Stage IVA Gallbladder Cancer
C5742,C134678|Stage IVB Gallbladder Cancer
C134660|Gallbladder Cancer by AJCC v8 Stage
C134670|Stage IIA Gallbladder Cancer
C134671|Stage IIB Gallbladder Cancer
C7103|Liver and Intrahepatic Bile Duct Neoplasm
C4758|Metastatic Malignant Neoplasm to the Liver
C96767|Metastatic Carcinoma in the Liver
C36309|Colon Carcinoma Metastatic in the Liver
C136240|Rectal Carcinoma Metastatic in the Liver
C35648|Unresectable Malignant Liver Neoplasm
C148432|Unresectable Intrahepatic Cholangiocarcinoma
C7878|Non-Resectable Malignant Liver Neoplasm
C9065|Non-Resectable Hepatocellular Cancer
C27345|Unresectable Hepatocellular Cancer
C7692,C7877|Resectable Malignant Liver Neoplasm
C9064|Localized Resectable Adult Hepatocellular Carcinoma
C7691|Resectable Hepatocellular Cancer
C7107|Liver and Intrahepatic Bile Duct Non-Epithelial Neoplasm
C96849|Liver Germ cell Tumor
C96850|Liver Teratoma
C96851|Liver Yolk Sac Tumor
C5749|Liver and Intrahepatic Bile Duct Benign Non-Epithelial Neoplasm
C7115|Liver and Intrahepatic Bile Duct Malignant Non-Epithelial Neoplasm
C4949|Liver Lymphoma
C5766|Liver Non-Hodgkin Lymphoma
C8459|Hepatosplenic T-Cell Lymphoma
C96843|Liver Diffuse Large B-Cell Lymphoma
C5768|Liver Mucosa-Associated Lymphoid Tissue Lymphoma
C7106|Liver and Intrahepatic Bile Duct Epithelial Neoplasm
C7125|Intrahepatic Bile Duct Papillary Neoplasm
C96949|Intrahepatic Bile Duct Papillary Neoplasm with an Associated Invasive Carcinoma
C96835|Intrahepatic Bile Duct Mucinous Cystic Neoplasm
C96947|Intrahepatic Bile Duct Mucinous Cystic Neoplasm with an Associated Invasive Cancer
C96756|Benign Liver and Intrahepatic Bile Duct Epithelial Neoplasm
C3758|Hepatocellular Adenoma
C96759|Beta-Catenin-Activated Hepatocellular Adenoma
C96758|HNF1alpha-Inactivated Hepatocellular Adenoma
C96760|Inflammatory Hepatocellular Adenoma
C96761|Unclassified Hepatocellular Adenoma
C96826|Biliary Adenofibroma
C7927,C7711|Liver Cancer
C118630|Liver Adenosquamous Cancer
C96848|Liver Carcinosarcoma
C96792|Undifferentiated Liver Cancer
C3828|Combined Hepatocellular Cancer and Cholangiocarcinoma (Bile Duct Cancer)
C114987|Adult Combined Hepatocellular Cancer and Cholangiocarcinoma
C128807|Recurrent Intrahepatic Cholangiocarcinoma
C94775,C7116|Stage I Liver Cancer
C94776,C7117|Stage II Liver Cancer
C94782,C7121|Stage IV Liver Cancer
C28302|Advanced Hepatocellular Cancer
C114992,C4131|Fibrolamellar Cancer
C114993|Adult Pleomorphic Hepatocellular Cancer
C115139,C115133|BCLC Stage 0 Hepatocellular Cancer
C115140,C115135|BCLC Stage A Hepatocellular Cancer
C115141,C115136|BCLC Stage B Hepatocellular Cancer
C115143,C115137|BCLC Stage C Hepatocellular Cancer
C115144,C115138|BCLC Stage D Hepatocellular Cancer
C94777,C94779,C94780,C94781,C7118|Stage III Liver Cancer
C88051,C134760|Stage II Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134614|Stage II Intrahepatic Bile Duct Cancer
C5764,C134524|Stage IVA Hepatocellular Cancer
C5765,C134525|Stage IVB Hepatocellular Cancer
C134619|Stage IV Intrahepatic Bile Duct Cancer
C134764|Stage IV Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
